,average_rate($),num_of_bedrooms,title_word_count,city,date_of_listing,description,title,url,Listing Month,Listing Year,Zipcode
14034,100,1,6,Austin,13-Feb,"This fantastic backyard garden oasis has been completely remodeled and is available for rent by the night. Hardwood floors, AC unit, heater, full size bed with organic cotton mattress and 600 thread count Egyptian Cotton sheets. Fully equipped bathroom with shower, small closet and pedestal sink. Small refrigerator and microwave for your convenience. Free Wi-Fi! \r\n\r\nEnjoy a private entrance onto our beautiful 1/2 acre lot. Take in the fresh air while sitting in the Adirondack Chairs right outside your door or spend the day reveling in all that Austin has to offer. We are 2 1/2 miles from downtown Austin and the U.T. campus. There is a bus stop just a short walk up the street or rent one of our bikes while you are here. Check-out time is 12:00 pm (noon) and check-in time is after 2:00 pm. \r\n\r\nNo minimum stay. Rates START at $50 per night or $300 per week. Also available for rent by the month. Please look at calendar carefully as rates are subject to increase during festivals and other high traffic times (SXSW, ACL, F1, etc.) Price increases are reflected on the calendar!\r\n\r\nWant to see more pictures??? Check us out on Instagram at #mmairstream\n\nGuests are welcome to enjoy everything our backyard has to offer. Play with the cats, give treats to the pig, throw the ball to the dogs, sing to the chickens, lounge in the hammock or adirondack chairs.\n\nWe LOVE to chat with our guests, but also understand when people are looking for a private retreat. We live in the main house and spend a lot of time on our back porch and in the yard. Come talk to us and visit whenever you want. Or ask our girls to sing for you, do a gymnastics routine, or put on a theatrical play. They love the attention.","Vintage Airstream in East Austin, T",https://www.airbnb.com/rooms/949922?location=Austin%2C%20TX,February,2013,[78723]
14036,110,1,8,Austin,12-Jan,"ON THE LAKE!! Large bdrm w/private bath across the hall.Walk out to common deck from your bdrm and down the stairs to fish, swim &amp; kayak off our dock.KAYAK IS FREE! Great view in the trees with a Texas BNB ambiance. Texas wineries &amp; live music near by. Market, coffee shop, massage, and restaurants all across RR620. Downtown average 30 mins. away. Parks, trails, zipline, boat rentals and the Oasis are close by.The kitchen and grills are yours to use. Parking, washer/dryer, and more.","WATERFRONT ON LAKE TRAVIS!!! Kayak, fish, & swim!",https://www.airbnb.com/rooms/5606440?location=Bee%20Cave%2C%20TX,January,2012,[78732]
14075,120,1,6,Austin,14-Mar,"Rent a large guest suite (the ground floor) of this super private mid-century home; 5 miles north of downtown and sitting on a wooded 1/2 acre lot w/view. Large at 1200 sqft: private rear entrance to king bed, queen bed, walk-in closet, kitchenette, large bath, TV/family room, and GORGEOUS pool (shared hotel-style). High speed Internet, coffee, snacks, fine linens. Located in a quiet, established neighborhood and very comfortable for couples, solo adventurers, business travelers, small groups.",Resort-Style Luxury guest suite w POOL+kitchenette,https://www.airbnb.com/rooms/17282283?location=Austin%2C%20TX,March,2014,[78731]
14081,299,3,8,Austin,14-Aug,"This 2,300 square foot modern home is located in a calm, quiet neighborhood close to the Austin Airport and nestled in booming East Austin; very close to the Formula 1 track and the perfect space for any Austin getaway. This green energy home is accented by high ceilings and beautiful views of downtown. There is a big, open kitchen with state of the art amenities and a 60\",PVT Modern 3 BR Home - Austin Getaway!,https://www.airbnb.com/rooms/13299033?location=Bastrop%20County%2C%20TX,August,2014,[78724]
14125,115,1,4,Austin,14-Aug,"Charming private suite in the heart of downtown Austin in a beautiful historic home. \nAmenities include private entrance and patio, off-street parking and a kitchenette. Walking distance from the Texas Capitol, UT, downtown &amp; Lady Bird Lake/Trail. \n\nRegistered with the City of Austin: #V",Downtown Oasis: Suite-Historic Home,https://www.airbnb.com/rooms/4013329?location=Austin%2C%20TX,August,2014,[78701]
14152,56,1,7,Austin,12-Aug,"Our spacious master suite has a secure, private entrance, king-sized bed, and full private bathroom. Guests can borrow a pac n play or air mattress if needed, and do not have access to the rest of the house. We live in the rest of the house with our three dogs and two small children (ages 1 and 3). We provide ear plugs and a white noise machine, but there is still \","Spacious, Private Master Suite in East Austin",https://www.airbnb.com/rooms/12194423?location=Austin%2C%20TX,August,2012,[78702]
14157,80,1,6,Austin,17-Mar,"My place is close to the airport and parks. 15 min drive to downtown. You’ll love my place because it's comfortable, spacious, quiet, across from the park and has trails and ponds nearby. The space is ideal for couples, solo adventurers, and business travelers.",Private Room in Peaceful Home East,https://www.airbnb.com/rooms/17500235?location=Bastrop%20County%2C%20TX,March,2017,[78724]
14163,50,1,6,Pflugerville,16-Dec,"Hello, my name is Alma. I am a school counselor and enjoy hosting friendly people from most walks of life. I live alone in a modern 3 bedroom 2 bath manufactured home located in a quiet and safe community north of Austin about 15 minutes from downtown area. I have two private bedrooms available with access to a full bathroom. One room comes with TV and a queen size bed and the other with a large futon and small desk work area. I am happy to host but respect your privacy first and foremost.",North Austin Home w/ Private Room,https://www.airbnb.com/rooms/16230486?location=Bastrop%20County%2C%20TX,December,2016,[78660]
14213,60,1,6,Austin,14-Jun,"Private room and private bath in luxurious hill country home. You'll have a private entrance to your room (via a deck with 8' privacy wall) as well as access to the pool in the back yard. We are 20 minutes from downtown Austin, but you will feel miles away from the city congestion and hustle.","Private Room and Bath, plus Pool",https://www.airbnb.com/rooms/15582893?location=Bee%20Cave%2C%20TX,June,2014,[78735]
14239,73,0,8,Austin,17-Mar,"A perfect space to connect with other travelers or for groups up to 10, CamperVanAustin provides a funky, community style feel. Boasting 3 restored campers situated around a giant, stone fire pit and lights strung overhead, CamperVanAustin is the ultimate Austin destination. Just 10 minutes to downtown, it's the perfect spot for those seeking the convenience to the city, yet crave a relaxed, outdoor environment to unwind.",Glamp Austin Style in Your Own Miss Daisy!,https://www.airbnb.com/rooms/17625704?location=Austin%2C%20TX,March,2017,[78751]
14254,45,1,2,Austin,14-Sep,"Comfortable and private, the garden bedroom is ideal for a long weekend or festival stay. It features a private closet, a full-sized bed and a lovely view of the backyard. \n\nCommon spaces are here for your use as well. Cook a meal and stick to your travel budget, sit in the living room front window with a cup of coffee and watch the peacocks in the morning or enjoy the sunshine and garden from the back patio. \n\nIf being out and about in Austin is your goal, our neighborhood is central and there are many easy options for getting around the city. We have and love dogs. Please get in touch if you would like to bring yours!\n\nThere are so many things to love about our neighborhood. Not only are we super close to great parkland, bars, restaurants, coffee shops, food trailers and vintage shops, we're surrounded by huge live oaks and peacocks! The neighbors are open and friendly and have made us feel welcome from the start. Some of our favorite places include Skylark Lounge, Contigo, Dai Due, Sugar Mama's, Coldtowne Theater, The Work Horse, Foreign and Domestic, Drink Well, Kome, Tyson's Tacos, Room Service Vintage, Uptown Modern, Michi Ramen, Big Bertha's and Lucy's Fried Chicken. We also really dig our backyard patio and grill, and we think you will, too.\n\nOur neighborhood connects directly to the Mueller Greenway trails, putting guests less than a mile away from The Thinkery and Mueller Park (they have a great Farmer's Market on Sundays and a beautiful loop for walkers and runners alike). By bike, take the Greenway two miles west to UT, North Loop or Hyde Park, take it a mile southeast to Cherrywood or Manor Road, five miles further and you're in the thick of the East Side &amp; downtown without ever having to leave a bike lane. If cycling is not your thing, shared rides are abundant (getme is a good app) as are Car To Go cars. There is also a bus stop less than two blocks from the house, and we are two miles from the Capmetro station at Highland. I-35 is literally a stone's throw from the house, putting you just a few exits from wherever you want to be in Austin. If you are interested, we can provide bike rental services and route recommendations.\n\nWe have two dogs, one big and one small. Although we are responsible owners and you will find the house clean, please consider this if you are afraid of dogs or have allergies. On the other hand, if you would like to bring your well-behaved dog, please reach out and we will see if this can be arranged.\n\nOur neighborhood connects directly to the Mueller Greenway trails, putting guests less than a mile away from The Thinkery and Mueller Park (they have a great Farmer's Market on Sundays and a beautiful loop for walkers and runners alike). By bike, take the Greenway two miles west to UT, North Loop or Hyde Park, take it a mile southeast to Cherrywood or Manor Road, five miles further and you're in the thick of the East Side &amp; downtown without ever having to leave a bike lane. If cycling is not your thing, rideshares and cabs are abundant, as are Car To Go cars. There is also a bus stop less than two blocks from the house, and we are two miles from the Capmetro station at Highland. I-35 is a stone's throw from the house, putting you just a few exits from wherever you want to be in Austin. If you are interested, we can provide bike rental services and route recommendations.",Garden Bedroom,https://www.airbnb.com/rooms/5096161?location=Austin%2C%20TX,September,2014,[78722]
14270,40,1,4,Pflugerville,15-Sep,"My home is located just north of the Austin city limits and a short drive from downtown Austin with easy access to I-35 and SH-130. I welcome guests looking to explore ATX, but would rather stay outside of downtown. A car is suggested for transportation.",Private Bedroom outside Austin,https://www.airbnb.com/rooms/9010824?location=Bastrop%20County%2C%20TX,September,2015,[78660]
14284,80,2,6,Austin,17-Mar,"Welcome to Austin! I look forward to hosting you. \n\nMinutes to Austin Convention Center, Rainey Street, and 6th Street.","Minutes to Convention Center, Sleeps 4",https://www.airbnb.com/rooms/17683148?location=Austin%2C%20TX,March,2017,[78702]
14297,50,1,6,Austin,14-Jan,"Come stay with us in our cozy house. The house is well located for visiting Austin and is a great place to retreat to after a long day of fun or work. It's a 15 min walk to the light rail station which will take you one stop to the hip East 6th St District or two stops to Downtown. There are many neighborhood coffee shops, bars, and restaurants within walking distance as well. Fitz, our small and friendly dog, would look forward to cuddling with you at the end or beginning of your day.","Walkable, Comfortable, Cozy East Side room",https://www.airbnb.com/rooms/18039507?location=Austin%2C%20TX,January,2014,[78702]
14318,50,1,4,Austin,15-Oct,Cozy and private bedroom and bathroom located in the Parkside at Harris Branch community. Cable TV w/HBO and wi-fi throughout. Shared game room and common space. Friendly short haired dog in the house.,Cool and Updated Space,https://www.airbnb.com/rooms/14930777?location=Bastrop%20County%2C%20TX,October,2015,[78754]
14325,77,1,3,Austin,13-Oct,"Come enjoy our relaxing comfortable home adorned with a collection of Asian &amp; Egyptian decor. The amazingly high vaulted center ceiling &amp; interior atrium make it exceptionally unique. Great energy! \n\nYou can walk to the wooded park, enjoy outdoor shower, cozy up by the fireplace, or stroll over to the creek. \n\nTucked away from the hustle of city buzz, yet close enough to jump right in. 15 minutes from downtown, 10 min to any great shopping needs and the University area.",BEAUTIFUL ZEN Hideaway,https://www.airbnb.com/rooms/5558744?location=Bastrop%20County%2C%20TX,October,2013,[78724]
14351,125,2,7,Austin,13-Jun,"Unique space, conveniently located 10 minutes from the Austin-Bergstrom airport on your way to downtown Austin. It's on the metro bus route and only a few miles from the convention center.\n\nSTR License #(PHONE NUMBER HIDDEN)",Artist's eclectic abode with fun vintage decor.,https://www.airbnb.com/rooms/6051557?location=Austin%2C%20TX,June,2013,[78741]
14359,200,3,7,Austin,15-Mar,"Do you like the smell of freshly baked scones? You will enjoy that when checking into my home. My place is homey, airy and full of character. The modern ambiance, the outdoors space, the comfy beds, the peaceful neighborhood, the overall feel makes it a perfect place for a getaway for couples, solo adventurers, and business travelers. We are very close to Barton Creek and hiking, bike and running trails. In no time at Barton Creek Mall and downtown. The best of both worlds.",Lost Creek contemporary Charmer close to downtown,https://www.airbnb.com/rooms/13471658?location=Bee%20Cave%2C%20TX,March,2015,[78746]
